Datetime,Close,Ensemble_Signal,CB_Signal,Equity_Ensemble,Equity_CB,Equity_BH,Weight_CB,Weight_KAN,Weight_Mamba,Ensemble_PnL,CB_PnL
2026-02-19 15:51:00,76661,1,0,-0.0002351280990548504,0.0,0.02358657891889666,0.20451546,0.19417198,0.60131264,-0.0008960277333582426,-0.0
2026-02-19 16:05:00,76608,1,0,-0.0011754196586965945,0.0,0.022646287359254915,0.20015785,0.19216889,0.6076732,-0.0009402915596417441,-0.0
2026-02-19 16:06:00,76617,-1,0,-5.630471096434151e-05,0.0,0.02132717241152266,0.18487374,0.19967127,0.61545503,0.001119114947732253,-0.0
2026-02-19 16:07:00,76599,-1,0,0.0009494359319331064,0.0,0.020321431768625213,0.18389872,0.19211932,0.623982,0.001005740642897448,-0.0
2026-02-19 16:10:00,76619,-1,-1,0.0024122837823650173,0.0013628478504319108,0.0188585839181933,0.20154749,0.20213829,0.59631425,0.0014628478504319108,0.0013628478504319108
2026-02-19 16:11:00,76611,-1,-1,0.0037315021083664844,0.0026820661764333778,0.017539365592191835,0.19872925,0.19508006,0.6061906,0.0013192183260014672,0.0013192183260014672
2026-02-19 16:14:00,76577,0,-1,0.0036315021083664846,0.0039495679958387805,0.016271863772786433,0.20995453,0.18658848,0.603457,-0.0001,0.0012675018194054032
2026-02-19 16:22:00,76531,1,-1,0.002158567015584553,0.0053225030886207125,0.014898928680004501,0.19987659,0.18833084,0.61179256,-0.0014729350927819317,0.0013729350927819317
2026-02-19 16:47:00,76461,0,0,0.002058567015584553,0.005222503088620712,0.013799725491560059,0.22541542,0.19281505,0.5817695,-0.0001,-0.0001
2026-02-19 16:48:00,76440,0,0,0.002058567015584553,0.005222503088620712,0.01276570075299226,0.18501589,0.19745176,0.6175324,-0.0,-0.0
2026-02-19 16:49:00,76471,1,0,-0.0003980410846499867,0.005222503088620712,0.010409092652757721,0.1901388,0.19285917,0.61700207,-0.0024566081002345397,-0.0
2026-02-19 16:50:00,76447,1,0,-0.0025980603054922245,0.005222503088620712,0.008209073431915483,0.1990069,0.199349,0.6016441,-0.002200019220842238,-0.0
2026-02-19 16:51:00,76434,-1,0,-0.0007287779221678264,0.005222503088620712,0.006139791048591085,0.1968068,0.20109019,0.602103,0.0018692823833243982,-0.0
2026-02-19 16:52:00,76395,-1,0,0.0009087949063625814,0.005222503088620712,0.004502218220060677,0.22783767,0.18354554,0.58861685,0.0016375728285304078,-0.0
2026-02-19 16:53:00,76404,-1,0,0.0024937369817161275,0.005222503088620712,0.0029172761447071307,0.22582506,0.18206741,0.59210753,0.0015849420753535459,-0.0
2026-02-19 16:54:00,76419,-1,0,0.00427498458762678,0.005222503088620712,0.0011360285387964784,0.18517353,0.19020393,0.6246225,0.0017812476059106523,-0.0
2026-02-19 16:55:00,76415,-1,0,0.00585969832843379,0.005222503088620712,-0.00044868520201053145,0.18803151,0.20719087,0.6047776,0.0015847137408070099,-0.0
2026-02-19 16:56:00,76412,-1,0,0.0073658311921049055,0.005222503088620712,-0.0019548180656816473,0.19450133,0.20561391,0.5998848,0.0015061328636711158,-0.0
2026-02-19 17:14:00,76343,-1,0,0.00806030751282388,0.005222503088620712,-0.002649294386400621,0.21555455,0.19491719,0.5895283,0.0006944763207189737,-0.0
2026-02-19 17:24:00,76290,-1,0,0.010172905809355641,0.005222503088620712,-0.004761892682932383,0.18355368,0.19772243,0.6187239,0.002112598296531762,-0.0
2026-02-19 17:25:00,76290,-1,0,0.012141022957142325,0.005222503088620712,-0.006730009830719068,0.18043345,0.19719502,0.6223715,0.001968117147786685,-0.0
2026-02-19 17:26:00,76297,1,0,0.009736673725014328,0.005222503088620712,-0.008934359062847065,0.18912324,0.19395821,0.61691856,-0.0024043492321279974,-0.0
2026-02-19 17:27:00,76280,-1,0,0.01129490440115039,0.005222503088620712,-0.010692589738983129,0.18620083,0.19176471,0.62203443,0.0015582306761360628,-0.0
2026-02-19 17:28:00,76280,-1,0,0.013066267829714482,0.005222503088620712,-0.01246395316754722,0.1864187,0.19267236,0.6209089,0.0017713634285640915,-0.0
2026-02-19 17:29:00,76270,-1,0,0.014916674200255478,0.005222503088620712,-0.014314359538088217,0.18321998,0.19348581,0.62329423,0.001850406370540996,-0.0
2026-02-19 17:30:00,76278,-1,0,0.01671435082711398,0.005222503088620712,-0.01611203616494672,0.18901241,0.19227558,0.618712,0.0017976766268585022,-0.0
2026-02-19 17:31:00,76278,-1,0,0.018538294856127884,0.005222503088620712,-0.017935980193960623,0.18554354,0.19414581,0.6203107,0.0018239440290139038,-0.0
2026-02-19 17:32:00,76263,-1,0,0.02011303633347271,0.005222503088620712,-0.019510721671305447,0.20103088,0.18825035,0.6107188,0.0015747414773448255,-0.0
2026-02-19 17:33:00,76260,-1,0,0.02174037599284808,0.005222503088620712,-0.02113806133068082,0.18217939,0.1945938,0.6232268,0.0016273396593753711,-0.0
2026-02-19 17:53:00,76235,-1,0,0.02281657632245951,0.005222503088620712,-0.022214261660292247,0.20778875,0.19155303,0.6006582,0.0010762003296114285,-0.0
2026-02-19 17:54:00,76248,-1,0,0.024050156090705748,0.005222503088620712,-0.023447841428538486,0.20686199,0.19530194,0.59783614,0.0012335797682462382,-0.0
2026-02-19 17:55:00,76233,-1,0,0.025362785080877942,0.005222503088620712,-0.02476047041871068,0.19593969,0.18237561,0.6216847,0.001312628990172194,-0.0
2026-02-19 17:56:00,76220,-1,0,0.02628160118542123,0.005222503088620712,-0.025679286523253967,0.1852418,0.19021986,0.6245383,0.0009188161045432877,-0.0
2026-02-19 18:13:00,76176,-1,0,0.027017011209635382,0.005222503088620712,-0.02641469654746812,0.19708629,0.19519052,0.6077232,0.0007354100242141535,-0.0
2026-02-19 18:40:00,76177,-1,0,0.02628215125923727,0.005222503088620712,-0.02567983659707001,0.21347493,0.18732986,0.5991953,-0.0007348599503981113,0.0
2026-02-19 18:41:00,76177,-1,0,0.025704715843778085,0.005222503088620712,-0.025102401181610823,0.20901544,0.18858053,0.602404,-0.0005774354154591859,0.0
2026-02-19 18:42:00,76169,-1,0,0.025009136680482213,0.005222503088620712,-0.024406822018314952,0.18029438,0.19766049,0.6220451,-0.0006955791632958712,0.0
2026-02-19 18:43:00,76174,-1,0,0.024300484533399575,0.005222503088620712,-0.023698169871232314,0.20830518,0.19511634,0.5965785,-0.0007086521470826379,0.0
2026-02-19 18:44:00,76183,-1,0,0.02364438541265614,0.005222503088620712,-0.023042070750488877,0.19706711,0.20166115,0.60127175,-0.0006560991207434349,0.0
2026-02-19 18:45:00,76194,-1,0,0.023145782801720475,0.005222503088620712,-0.022543468139553213,0.19248495,0.20623162,0.6012834,-0.0004986026109356623,0.0
2026-02-19 18:46:00,76197,0,0,0.023045782801720475,0.005222503088620712,-0.021966184244173674,0.19939491,0.19840544,0.6021997,-0.0001,0.0
2026-02-19 18:47:00,76185,-1,0,0.022315935912418417,0.005222503088620712,-0.021336337354871615,0.19972658,0.1915918,0.6086816,-0.0007298468893020587,0.0
2026-02-19 18:48:00,76181,-1,0,0.02163358387103623,0.005222503088620712,-0.02065398531348943,0.1841586,0.20101522,0.6148262,-0.0006823520413821871,0.0
2026-02-19 18:49:00,76179,-1,0,0.020885625958004708,0.005222503088620712,-0.019906027400457906,0.18555702,0.19880171,0.61564124,-0.0007479579130315209,0.0
2026-02-19 20:19:00,76248,-1,0,0.021279156323950808,0.005222503088620712,-0.020299557766404006,0.1981488,0.20875202,0.5930992,0.0003935303659460989,-0.0
2026-02-19 20:20:00,76243,-1,0,0.021607109049225706,0.005222503088620712,-0.020627510491678904,0.19040011,0.20170882,0.607891,0.000327952725274897,-0.0
